"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus Code","Time Zone","Price","Note","Amenities","Hotel Class","Phone","Phones","Claimed","Owner","Owner Id","Owner Link","Email","Social Medias","Review Count","Average Rating","Review URL","Google Maps URL","Google Knowledge URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id","Kgmid"
"Royal Melbourne Hospital/Grattan St",,"Parkville VIC 3052","Parkville VIC 3052","","Bus stop","Getting here: [24-hour public transport available]","4RJ66X24+6C","Australia/Melbourne",,,,,,"","YES","Royal Melbourne Hospital/Grattan St (owner)",,"","","",12,4.4,"https://search.google.com/local/reviews?placeid=ChIJrddAdS5d1moRdJTa3T0zEo4&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=10237301243774669940","https://www.google.com/search?kgmid=/g/11cm6ds05_",-37.79945,144.95605999999998,"https://www.ptv.vic.gov.au/timetables","ptv.vic.gov.au","","https://lh5.googleusercontent.com/p/AF1QipPdubEIT_6CFiAHtCDXz9B8DtDhR5EKOGMEBMU=w122-h92-k-no","10237301243774669940","0x6ad65d2e7540d7ad:0x8e12333dddda9474","ChIJrddAdS5d1moRdJTa3T0zEo4","/g/11cm6ds05_"
"Prahran Station",,"Greville St &, Porter St, Prahran VIC 3181","Greville St &","Porter St","Train station","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65X2Q+5X","Australia/Melbourne",,,,,,"","YES","Prahran Station (owner)",,"","","",50,4.1,"https://search.google.com/local/reviews?placeid=ChIJfesSSzto1moR8PX0CXZWBB0&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2090891191979931120","https://www.google.com/search?kgmid=/m/034jmw",-37.8495201,144.9899575,"https://ptv.vic.gov.au/stop/view/19958/","ptv.vic.gov.au","","https://lh5.googleusercontent.com/p/AF1QipOeoeMlIbYkbC0BdBtn_PWTBgZiHxifVXl5pRvy=w122-h92-k-no","2090891191979931120","0x6ad6683b4b12eb7d:0x1d04567609f4f5f0","ChIJfesSSzto1moR8PX0CXZWBB0","/m/034jmw"
"North Melbourne Town Hall",,"North Melbourne VIC 3051","North Melbourne VIC 3051","","Tram stop","Getting here: [24-hour public transport available]","4RJ65WWX+RQ","Australia/Melbourne",,,,,,"","YES","North Melbourne Town Hall (owner)",,"",,"","","",,"https://www.google.com/maps?cid=11706783221532319900","https://www.google.com/search?kgmid=/g/11cnpgwrsd",-37.80291,144.9493823,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fIevnqLeoME9cuVo7C_Cug&cb_client=search.gws-prod.gps&w=80&h=92&yaw=300.54984&pitch=0&thumbfov=100","11706783221532319900","0x6ad65d3a1ca19adf:0xa276d95095efe09c","ChIJ35qhHDpd1moRnODvlVDZdqI","/g/11cnpgwrsd"
"Old Melbourne Gaol/Russell St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XV8+27","Australia/Melbourne",,,,,,"","YES","Old Melbourne Gaol/Russell St (owner)",,"",,"",8,4.3,"https://search.google.com/local/reviews?placeid=ChIJWXnLO8xC1moRRSlN6mkAn8A&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13879813031481649477","https://www.google.com/search?kgmid=/g/11cm6ds0_9",-37.8074951,144.96563659999998,,,"","https://lh5.googleusercontent.com/p/AF1QipP1hLOUglKEXOXHPY5lOozEl5G1Ig8oq3W3ql8A=w80-h106-k-no","13879813031481649477","0x6ad642cc3bcb7959:0xc09f0069ea4d2945","ChIJWXnLO8xC1moRRSlN6mkAn8A","/g/11cm6ds0_9"
"Southern Cross Station - Stop 1",,"Melbourne VIC 3000","Melbourne VIC 3000","","Tram stop","Accessibility: [Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65XM3+6G","Australia/Melbourne",,,,,,"","YES","Southern Cross Station - Stop 1 (owner)",,"",,"",20,3.9,"https://search.google.com/local/reviews?placeid=ChIJqwkDTE5d1moRfXq7dDAEqFA&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=5811899925285010045","https://www.google.com/search?kgmid=/g/1v4pt3xt",-37.8169666,144.9538235,,,"","https://lh5.googleusercontent.com/p/AF1QipMV40GBszRvUUPIdrMKMy-LaC1VPJCobwMsd4ie=w138-h92-k-no","5811899925285010045","0x6ad65d4e4c0309ab:0x50a8043074bb7a7d","ChIJqwkDTE5d1moRfXq7dDAEqFA","/g/1v4pt3xt"
"Napier St/Johnston St",,"Fitzroy VIC 3065","Fitzroy VIC 3065","","Bus stop","Getting here: [24-hour public transport available]","4RJ66X2J+HC","Australia/Melbourne",,,,,,"","YES","Napier St/Johnston St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=3818536784785164067","https://www.google.com/search?kgmid=/g/11cm6drmwm",-37.7985514,144.9811119,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vsOxvvxChsI3GWK1_XMoRQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=359.41946&pitch=0&thumbfov=100","3818536784785164067","0x6ad643205ca469e1:0x34fe2af96ae1c723","ChIJ4WmkXCBD1moRI8fhavkq_jQ","/g/11cm6drmwm"
"Queen Victoria Market/Franklin St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XQ4+PG","Australia/Melbourne",,,,,,"","YES","Queen Victoria Market/Franklin St (owner)",,"",,"",19,4.3,"https://search.google.com/local/reviews?placeid=ChIJCb5U5DVd1moRiTMDgbdjc2g&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7526469042060866441","https://www.google.com/search?kgmid=/g/11cm6drqwg",-37.810655499999996,144.95631419999998,,,"","https://lh5.googleusercontent.com/p/AF1QipPIfqM6YjkWa1_GgjZlrth6auujZat8qpjPGLm_=w161-h92-k-no","7526469042060866441","0x6ad65d35e454be09:0x687363b781033389","ChIJCb5U5DVd1moRiTMDgbdjc2g","/g/11cm6drqwg"
"Johnston St/Hoddle St",,"Collingwood VIC 3066","Collingwood VIC 3066","","Bus stop","Getting here: [24-hour public transport available]","4RJ66X2V+65","Australia/Melbourne",,,,,,"","YES","Johnston St/Hoddle St (owner)",,"",,"",3,3.7,"https://search.google.com/local/reviews?placeid=ChIJk1AuoBxD1moR5BSMIqEg5rg&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13323372424063620324","https://www.google.com/search?kgmid=/g/11cm6drz52",-37.79942,144.99295,,,"","https://lh5.googleusercontent.com/p/AF1QipMZ_zNY-Xn-85QgZedNzj8fX1KlvsMQKisHMzuR=w163-h92-k-no","13323372424063620324","0x6ad6431ca02e5093:0xb8e620a1228c14e4","ChIJk1AuoBxD1moR5BSMIqEg5rg","/g/11cm6drz52"
"Argyle Square/Lygon St",,"Carlton VIC 3053","Carlton VIC 3053","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XW8+XM","Australia/Melbourne",,,,,,"","YES","Argyle Square/Lygon St (owner)",,"",,"",1,4,"https://search.google.com/local/reviews?placeid=ChIJpXyDh9FC1moRGdh0zLpyLmk&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7579121369530816537","https://www.google.com/search?kgmid=/g/11cm6ds5mp",-37.8025124,144.9667274,,,"","https://lh5.googleusercontent.com/p/AF1QipM-GJBPD8aw9a-OJiKf9LjNTqdGeiBCCMzpqImP=w163-h92-k-no","7579121369530816537","0x6ad642d187837ca5:0x692e72bacc74d819","ChIJpXyDh9FC1moRGdh0zLpyLmk","/g/11cm6ds5mp"
"Bourke Street - Stop 5",,"Melbourne VIC 3000","Melbourne VIC 3000","","Tram stop","Accessibility: [Wheelchair-accessible entrance, No wheelchair-accessible car park], Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ65XM5+R7","Australia/Melbourne",,,,,,"","YES","Bourke Street - Stop 5 (owner)",,"",,"",1,5,"https://search.google.com/local/reviews?placeid=ChIJ03xmt0td1moRqexW53ayg2g&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7531059225650719913","https://www.google.com/search?kgmid=/g/11cnphtvy9",-37.8154454,144.9581624,,,"","https://lh5.googleusercontent.com/p/AF1QipNzsMnZvtFHxM2VhFIySf0Y3cqRrnKCGNLxDRS4=w138-h92-k-no","7531059225650719913","0x6ad65d4bb7667cd3:0x6883b276e756eca9","ChIJ03xmt0td1moRqexW53ayg2g","/g/11cnphtvy9"
"Lygon St/Grattan St",,"Carlton VIC 3053","Carlton VIC 3053","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XX8+QJ","Australia/Melbourne",,,,,,"","YES","Lygon St/Grattan St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=14863473204827042625","https://www.google.com/search?kgmid=/g/11cm6drbl3",-37.800607899999996,144.9665525,,,"","https://lh5.googleusercontent.com/p/AF1QipOd4dh4Ry5vU-UzFtyEAUqr9Yz_6HWwzxTYNtbi=w122-h92-k-no","14863473204827042625","0x6ad642d3e228e4c3:0xce45aa213640b341","ChIJw-Qo4tNC1moRQbNANiGqRc4","/g/11cm6drbl3"
"Northcote Station/Arthurton Rd",,"Northcote VIC 3070","Northcote VIC 3070","","Bus stop","Getting here: [24-hour public transport available]","4RJ66XJW+9F","Australia/Melbourne",,,,,,"","YES","Northcote Station/Arthurton Rd (owner)",,"",,"",1,5,"https://search.google.com/local/reviews?placeid=ChIJg_CMEn1D1moRBMb38DE67Os&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=17000026679587358212","https://www.google.com/search?kgmid=/g/11cm6dr2bd",-37.7690343,144.99621919999998,,,"","https://lh5.googleusercontent.com/p/AF1QipM5Gisuqpghq2nPHJLuEGkXniRp_DP5EK_n0bUJ=w80-h106-k-no","17000026679587358212","0x6ad6437d128cf083:0xebec3a31f0f7c604","ChIJg_CMEn1D1moRBMb38DE67Os","/g/11cm6dr2bd"
"Flagstaff Railway Station",,"Melbourne VIC 3000","Melbourne VIC 3000","","Tram stop","Accessibility: [Wheelchair-accessible entrance, No wheelchair-accessible car park]","4RJ65XQ4+2P","Australia/Melbourne",,,,,,"","YES","Flagstaff Railway Station (owner)",,"",,"",1,5,"https://search.google.com/local/reviews?placeid=ChIJbWmYNkpd1moRcJRwRPKD-ro&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13473226311785813104","https://www.google.com/search?kgmid=/g/11s85x5t12",-37.81246,144.9568,,,"","https://lh5.googleusercontent.com/p/AF1QipN8nrE8fvf4Lb4eniiiMmnvYWk1uzGUH7trlr-5=w80-h177-k-no","13473226311785813104","0x6ad65d4a3698696d:0xbafa83f244709470","ChIJbWmYNkpd1moRcJRwRPKD-ro","/g/11s85x5t12"
"Exhibition St/Lonsdale St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XQ9+RG","Australia/Melbourne",,,,,,"","YES","Exhibition St/Lonsdale St (owner)",,"",,"",1,5,"https://search.google.com/local/reviews?placeid=ChIJsQjcLslC1moREVvL0HM4DGo&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7641544737816271633","https://www.google.com/search?kgmid=/g/11cm6dqzpz",-37.810441499999996,144.9688598,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EJlWSqKfXRkICt-e1fSOKA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=160.96066&pitch=0&thumbfov=100","7641544737816271633","0x6ad642c92edc08b1:0x6a0c3873d0cb5b11","ChIJsQjcLslC1moREVvL0HM4DGo","/g/11cm6dqzpz"
"122-Southern Cross Railway Station/Spencer St",,"Docklands VIC 3008","Docklands VIC 3008","","Tram stop","Accessibility: [Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65XJ3+MG","Australia/Melbourne",,,,,,"","YES","122-Southern Cross Railway Station/Spencer St (owner)",,"",,"",23,4,"https://search.google.com/local/reviews?placeid=ChIJvXpQ3lFd1moRVLbcFigZ6Os&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16998864453482886740","https://www.google.com/search?kgmid=/g/1vq74_fv",-37.818365,144.95375959999998,,,"","https://lh5.googleusercontent.com/p/AF1QipNrHiFOwR3G4E-I6JNCmydnXUep1l2DS83y7vnT=w122-h92-k-no","16998864453482886740","0x6ad65d51de507abd:0xebe8192816dcb654","ChIJvXpQ3lFd1moRVLbcFigZ6Os","/g/1vq74_fv"
"Kew Junction/Studley Park Rd",,"Kew VIC 3101","Kew VIC 3101","","Bus stop","Getting here: [24-hour public transport available]","4RJ752VH+45","Australia/Melbourne",,,,,,"","YES","Kew Junction/Studley Park Rd (owner)",,"",,"",4,5,"https://search.google.com/local/reviews?placeid=ChIJh6yZGshD1moRQM3zQ41x0NU&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=15406939176778845504","https://www.google.com/search?kgmid=/g/11cm6dsc5k",-37.8071483,145.0278904,,,"","https://lh5.googleusercontent.com/p/AF1QipOiQ63ET82YpZgNYp1Y60T8V5UaanmTtwtCt-G9=w80-h106-k-no","15406939176778845504","0x6ad643c81a99ac87:0xd5d0718d43f3cd40","ChIJh6yZGshD1moRQM3zQ41x0NU","/g/11cm6dsc5k"
"Montague St/Light Rail #126",,"South Melbourne VIC 3205","South Melbourne VIC 3205","","Tram stop","Accessibility: [Wheelchair-accessible entrance], Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ65W9X+W9","Australia/Melbourne",,,,,,"","YES","Montague St/Light Rail #126 (owner)",,"",,"",1,5,"https://search.google.com/local/reviews?placeid=ChIJSfuBOfdn1moRRC88Ray_rwY&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=481814431768784708","https://www.google.com/search?kgmid=/g/11cm5x926y",-37.8302403,144.94846909999998,,,"","https://lh5.googleusercontent.com/p/AF1QipObzf8ACsUlNjJJxEoSjqm5DYnJKto9XbbYPGI4=w163-h92-k-no","481814431768784708","0x6ad667f73981fb49:0x6afbfac453c2f44","ChIJSfuBOfdn1moRRC88Ray_rwY","/g/11cm5x926y"
"Southern Cross Coach Terminal, Spencer St",,"Docklands VIC 3008","Docklands VIC 3008","","Bus stop","","4RJ65XM2+RV","Australia/Melbourne",,,,,,"","YES","Southern Cross Coach Terminal, Spencer St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=16471454750432527801","https://www.google.com/search?kgmid=/g/11tjy5ydwd",-37.815498,144.952194,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L3X3wkd6thBbfjJqowtjTg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=241.9149&pitch=0&thumbfov=100","16471454750432527801","0x6ad65d4f0f65842b:0xe4965cd3757385b9","ChIJK4RlD09d1moRuYVzddNcluQ","/g/11tjy5ydwd"
"Curzon St/Queensberry St",,"North Melbourne VIC 3051","North Melbourne VIC 3051","","Tram stop","Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ65WWX+V5","Australia/Melbourne",,,,,,"","YES","Curzon St/Queensberry St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=8426108754175808434","https://www.google.com/search?kgmid=/g/11cm5x6v4c",-37.8028268,144.94794009999998,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6OJZArwUz_VFSnDL1qAlyA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=248.53496&pitch=0&thumbfov=100","8426108754175808434","0x6ad65d39879e5fe7:0x74ef8d44bb7553b2","ChIJ51-ehzld1moRslN1u0SN73Q","/g/11cm5x6v4c"
"Melbourne",,"Docklands VIC 3008","Docklands VIC 3008","","Bus stop","","4RJ65XP2+3C","Australia/Melbourne",,,,,,"","YES","Melbourne (owner)",,"",,"","","",,"https://www.google.com/maps?cid=5142148860403841684","https://www.google.com/search?kgmid=/g/11rn248vqt",-37.8148,144.951,,,"",,"5142148860403841684","0x6ad65d4f6fb103e5:0x475c9524ee8cfa94","ChIJ5QOxb09d1moRlPqM7iSVXEc","/g/11rn248vqt"
"Parkville Ave/Garrard St",,"Parkville VIC 3052","Parkville VIC 3052","","Bus stop","Getting here: [24-hour public transport available]","4RJ66WCR+C8","Australia/Melbourne",,,,,,"","YES","Parkville Ave/Garrard St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=15464387753220692964","https://www.google.com/search?kgmid=/g/11cm6dqt9n",-37.778947599999995,144.9408502,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=36C7h2rtiB50b9wEvwRD9A&cb_client=search.gws-prod.gps&w=80&h=92&yaw=257.74246&pitch=0&thumbfov=100","15464387753220692964","0x6ad65cdd06124525:0xd69c8aba4b9edbe4","ChIJJUUSBt1c1moR5NueS7qKnNY","/g/11cm6dqt9n"
"Faraday St/Lygon St",,"Carlton VIC 3053","Carlton VIC 3053","","Bus stop","Getting here: [24-hour public transport available]","4RJ66X28+CV","Australia/Melbourne",,,,,,"","YES","Faraday St/Lygon St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=13456743146072191167","https://www.google.com/search?kgmid=/g/11cm6ds2xq",-37.7989689,144.9671426,,,"","https://lh5.googleusercontent.com/p/AF1QipM2Hp8YgSB59Sm4LuvFWKkUIuoBlKCq097DKVOW=w138-h92-k-no","13456743146072191167","0x6ad642d6a3bbd641:0xbabff4982f4e30bf","ChIJQda7o9ZC1moRvzBOL5j0v7o","/g/11cm6ds2xq"
"William St/A'Beckett St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XQ4+RG","Australia/Melbourne",,,,,,"","YES","William St/A'Beckett St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=2327911952461126913","https://www.google.com/search?kgmid=/g/11cm6dq_1m",-37.8104803,144.9563305,,,"","https://lh5.googleusercontent.com/p/AF1QipOuzKu81KZjBfOOvQWRTFMpPs7vvNGJcfkLKShI=w122-h92-k-no","2327911952461126913","0x6ad65d4a06248289:0x204e679642d4dd01","ChIJiYIkBkpd1moRAd3UQpZnTiA","/g/11cm6dq_1m"
"Melbourne Central Station, Elizabeth St - Stop 5",,"Melbourne VIC 3000","Melbourne VIC 3000","","Tram stop","Accessibility: [Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65XQ6+HP","Australia/Melbourne",,,,,,"","YES","Melbourne Central Station, Elizabeth St - Stop 5 (owner)",,"",,"",47,4.2,"https://search.google.com/local/reviews?placeid=ChIJGa6ht8pC1moRuheHo8Mu3bc&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13248797096590907322","https://www.google.com/search?kgmid=/g/11cnpkhdt6",-37.8110813,144.961764,,,"","https://lh5.googleusercontent.com/p/AF1QipOMnjq1wwYcAw8-yNZakA4HPh_YAio-qxCBYCkq=w122-h92-k-no","13248797096590907322","0x6ad642cab7a1ae19:0xb7dd2ec3a38717ba","ChIJGa6ht8pC1moRuheHo8Mu3bc","/g/11cnpkhdt6"
"Festival Hall/Dudley St",,"Docklands VIC 3003","Docklands VIC 3003","","Bus stop","Getting here: [24-hour public transport available]","4RJ65WQW+HW","Australia/Melbourne",,,,,,"","YES","Festival Hall/Dudley St (owner)",,"",,"",2,4.5,"https://search.google.com/local/reviews?placeid=ChIJxwf2iUZd1moR5N6VjBO4LyM&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2535447509335400164","https://www.google.com/search?kgmid=/g/11cm6dr9vh",-37.8110066,144.9473403,,,"","https://lh5.googleusercontent.com/p/AF1QipNroxw8012vqcC82ZzWBc0TZav2_l-Z6K73y21I=w80-h120-k-no","2535447509335400164","0x6ad65d4689f607c7:0x232fb8138c95dee4","ChIJxwf2iUZd1moR5N6VjBO4LyM","/g/11cm6dr9vh"
"North Melbourne",,"West Melbourne VIC 3003","West Melbourne VIC 3003","","Train station","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet], Amenities: [Toilets], Getting here: [24-hour public transport available]","4RJ65WVV+22","Australia/Melbourne",,,,,,"","YES","North Melbourne (owner)",,"",,"",140,4.1,"https://search.google.com/local/reviews?placeid=ChIJZ8skZ0Bd1moRDY-MB5_Ey5Q&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=10721879525191094029","https://www.google.com/search?kgmid=/g/12hl8bqk0",-37.80742,144.94257,,,"","https://lh5.googleusercontent.com/p/AF1QipOdLoxppnXupe5iosUhd5wljpNNbiYfXzIbEHEW=w163-h92-k-no","10721879525191094029","0x6ad65d406724cb67:0x94cbc49f078c8f0d","ChIJZ8skZ0Bd1moRDY-MB5_Ey5Q","/g/12hl8bqk0"
"Spencer St/Collins St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Tram stop","Service options: [On-site services], Accessibility: [Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65XJ4+F2","Australia/Melbourne",,,,,,"","YES","Spencer St/Collins St (owner)",,"",,"",27,4.4,"https://search.google.com/local/reviews?placeid=ChIJD4-qBE5d1moRLBQMqawykcY&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=14308273208284681260","https://www.google.com/search?kgmid=/g/11cm5x7gwt",-37.8188404,144.9550842,,,"","https://lh5.googleusercontent.com/p/AF1QipOV8S6SNCv-SFM10IoSkCDAb9cl4h8ThbSZoh30=w151-h92-k-no","14308273208284681260","0x6ad65d4e04aa8f0f:0xc69132aca90c142c","ChIJD4-qBE5d1moRLBQMqawykcY","/g/11cm5x7gwt"
