"Name","Description","Fulladdress","Street","Municipality","Categories","About","Plus Code","Time Zone","Price","Note","Amenities","Hotel Class","Phone","Phones","Claimed","Owner","Owner Id","Owner Link","Email","Social Medias","Review Count","Average Rating","Review URL","Google Maps URL","Google Knowledge URL","Latitude","Longitude","Website","Domain","Opening Hours","Featured Image","Cid","Fid","Place Id","Kgmid"
"Elizabeth St/Lonsdale St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XP6+XP","Australia/Melbourne",,,,,,"","YES","Elizabeth St/Lonsdale St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=2578784621522763224","https://www.google.com/search?kgmid=/g/11cm6ds8jc",-37.8125111,144.9617845,,,"","https://lh5.googleusercontent.com/p/AF1QipPUPxE2tNsfW1J0fOwDTc23T48sjGYSH5Bumzs4=w80-h106-k-no","2578784621522763224","0x6ad642b550c12bf1:0x23c9aef3461abdd8","ChIJ8SvBULVC1moR2L0aRvOuySM","/g/11cm6ds8jc"
"Jewell",,"Brunswick VIC 3056","Brunswick VIC 3056","","Train station","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ66XG5+2G","Australia/Melbourne",,,,,,"","YES","Jewell (owner)",,"",,"",31,3.9,"https://search.google.com/local/reviews?placeid=ChIJE8-vi8pc1moRQOj0CXZWBB0&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2090891191979927616","https://www.google.com/search?kgmid=/m/034knt",-37.7749509,144.9588293,,,"","https://lh5.googleusercontent.com/p/AF1QipMg_L_W-AcIZdrjrS61yN3ycWdv4AvtSEE0XaD0=w122-h92-k-no","2090891191979927616","0x6ad65cca8bafcf13:0x1d04567609f4e840","ChIJE8-vi8pc1moRQOj0CXZWBB0","/m/034knt"
"MCEC",,"South Wharf VIC 3006","South Wharf VIC 3006","","Bus Interchange","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet], Amenities: [Toilets]","4RJ65XG4+CF","Australia/Melbourne",,,,,,"","YES","MCEC (owner)",,"",,"",6,4,"https://search.google.com/local/reviews?placeid=ChIJDanY-1Nd1moR86u7vVQpEw4&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=1014199785025678323","https://www.google.com/search?kgmid=/g/11fqpq_pnx",-37.8239392,144.9561304,,,"","https://lh5.googleusercontent.com/p/AF1QipN3omNok7fo2tlkq6sI-2iQrVmO7KSmF7W6w0R5=w122-h92-k-no","1014199785025678323","0x6ad65d53fbd8a90d:0xe132954bdbbabf3","ChIJDanY-1Nd1moR86u7vVQpEw4","/g/11fqpq_pnx"
"Southern Cross",,"Spencer St, Docklands VIC 3008","Spencer St","Docklands VIC 3008","Train station","Service options: [On-site services], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet], Amenities: [Toilets], Getting here: [24-hour public transport available]","4RJ65XJ2+JX","Australia/Melbourne",,,,,,"","YES","Southern Cross (owner)",,"",,"",2386,4.2,"https://search.google.com/local/reviews?placeid=ChIJdedaLk5d1moRQOX0CXZWBB0&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2090891191979926848","https://www.google.com/search?kgmid=/m/024_4t",-37.81839,144.9525,,,"","https://lh5.googleusercontent.com/p/AF1QipMxfYGjtOfI_-7YsGv4JwelAuBPIqOjw-Hrr2VN=w115-h92-k-no","2090891191979926848","0x6ad65d4e2e5ae775:0x1d04567609f4e540","ChIJdedaLk5d1moRQOX0CXZWBB0","/m/024_4t"
"Queensberry St/Lygon St",,"Carlton VIC 3053","Carlton VIC 3053","","Bus Interchange","Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ65XV8+WC","Australia/Melbourne",,,,,,"","YES","Queensberry St/Lygon St (owner)",,"",,"",1,5,"https://search.google.com/local/reviews?placeid=ChIJEXzj5c1C1moRi0VyQV2FouA&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=16186646646299444619","https://www.google.com/search?kgmid=/g/11cm6dr446",-37.805185099999996,144.96603389999999,,,"","https://lh5.googleusercontent.com/p/AF1QipMQDYbcSBTjMsnWiPtb6uMa3Kq0Yg6-2Uy0-pFx=w80-h106-k-no","16186646646299444619","0x6ad642cde5e37c11:0xe0a2855d4172458b","ChIJEXzj5c1C1moRi0VyQV2FouA","/g/11cm6dr446"
"Abbotsford St/Queensberry St",,"North Melbourne VIC 3051","North Melbourne VIC 3051","","Tram stop","Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ65WWW+W8","Australia/Melbourne",,,,,,"","YES","Abbotsford St/Queensberry St (owner)",,"",,"",3,3.7,"https://search.google.com/local/reviews?placeid=ChIJ7fE5Qzld1moR70agsoOmGUU&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=4979193947602568943","https://www.google.com/search?kgmid=/g/11c3yrwppd",-37.802659999999996,144.9458,,,"","https://lh5.googleusercontent.com/p/AF1QipPwzyNu9igQ_V7B-dI84zLNDw92W2rOB7sPivSe=w163-h92-k-no","4979193947602568943","0x6ad65d394339f1ed:0x4519a683b2a046ef","ChIJ7fE5Qzld1moR70agsoOmGUU","/g/11c3yrwppd"
"A'Beckett St/Queen St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XQ5+W8","Australia/Melbourne",,,,,,"","YES","A'Beckett St/Queen St (owner)",,"",,"",1,3,"https://search.google.com/local/reviews?placeid=ChIJtTOEnTVd1moR3tdx7ffYp78&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13810245341707098078","https://www.google.com/search?kgmid=/g/11cm6ds9j2",-37.810179399999996,144.9583623,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WVTXLJ_w0By03T1SB80rmg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=292.93567&pitch=0&thumbfov=100","13810245341707098078","0x6ad65d359d8433b5:0xbfa7d8f7ed71d7de","ChIJtTOEnTVd1moR3tdx7ffYp78","/g/11cm6ds9j2"
"North Melbourne",,"West Melbourne VIC 3003","West Melbourne VIC 3003","","Bus stop","","4RJ65WVV+73","Australia/Melbourne",,,,,,"","YES","North Melbourne (owner)",,"",,"","","",,"https://www.google.com/maps?cid=4937651149900416314","https://www.google.com/search?kgmid=/g/11rr639xk3",-37.806819999999995,144.94265,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=BTaS7nYIgLFMvfEU35dQnA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=290.8849&pitch=0&thumbfov=100","4937651149900416314","0x6ad65d40ed4dbed1:0x44860f8f5e9d053a","ChIJ0b5N7UBd1moROgWdXo8PhkQ","/g/11rr639xk3"
"Clifton Hill",,"Clifton Hill VIC 3068","VIC 3068","","Train station","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet], Amenities: [Toilets], Getting here: [24-hour public transport available]","4RJ66X6W+J6","Australia/Melbourne",,,,,,"","YES","Clifton Hill (owner)",,"",,"",54,3.6,"https://search.google.com/local/reviews?placeid=ChIJZdlWng1D1moRGaty_-encRU&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=1545200762029779737","https://www.google.com/search?kgmid=/m/034mdd",-37.7884264,144.9956125,,,"","https://lh5.googleusercontent.com/p/AF1QipPg405LdxXA_lcrlNS8VYlARXenVukvcKiC7PQJ=w122-h92-k-no","1545200762029779737","0x6ad6430d9e56d965:0x1571a7e7ff72ab19","ChIJZdlWng1D1moRGaty_-encRU","/m/034mdd"
"Port Melbourne Station/Beach St",,"Port Melbourne VIC 3207","Port Melbourne VIC 3207","","Bus Interchange","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65W5M+W3","Australia/Melbourne",,,,,,"","YES","Port Melbourne Station/Beach St (owner)",,"",,"",1,5,"https://search.google.com/local/reviews?placeid=ChIJvU8g7r1n1moRKAwLwggTeqI&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=11707691109639195688","https://www.google.com/search?kgmid=/g/11cm6dr8yq",-37.840211,144.93271579999998,,,"","https://lh5.googleusercontent.com/p/AF1QipMP1raxkMTVQ-IGEt2WTOSBtBEY4b_quzPwkIBL=w122-h92-k-no","11707691109639195688","0x6ad667bdee204fbd:0xa27a1308c20b0c28","ChIJvU8g7r1n1moRKAwLwggTeqI","/g/11cm6dr8yq"
"Southern Cross Station Underground Coach & Bus Terminal",,"Southern Cross Station Access Rd, Docklands VIC 3008","Southern Cross Station Access Rd","Docklands VIC 3008","Bus company","Service options: [On-site services], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance]","4RJ65XP2+38","Australia/Melbourne",,,,,,"","NO","Southern Cross Station Underground Coach & Bus Terminal (owner)",,"",,"",226,4.4,"https://search.google.com/local/reviews?placeid=ChIJkQRgZU9d1moRwfmR_-6phCo&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=3063760490473847233","https://www.google.com/search?kgmid=/g/11cjnp04v6",-37.8147758,144.95085749999998,,,"","https://lh5.googleusercontent.com/p/AF1QipPRzfRn_GALBclnxz6CLw8O66gmP-EsiXOMgAxC=w122-h92-k-no","3063760490473847233","0x6ad65d4f65600491:0x2a84a9eeff91f9c1","ChIJkQRgZU9d1moRwfmR_-6phCo","/g/11cjnp04v6"
"Parliament Station/Macarthur St",,"East Melbourne VIC 3002","East Melbourne VIC 3002","","Tram stop","Accessibility: [Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65XQF+4P","Australia/Melbourne",,,,,,"","YES","Parliament Station/Macarthur St (owner)",,"",,"",11,4.2,"https://search.google.com/local/reviews?placeid=ChIJF15EZcZC1moR5-91Ttr1ymQ&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7262887667056373735","https://www.google.com/search?kgmid=/g/11cm5xbh2v",-37.81217,144.97437,,,"","https://lh5.googleusercontent.com/p/AF1QipNy0wn3lLsoi9h61_qJjKGBDB5dGhKynu1WmELT=w122-h92-k-no","7262887667056373735","0x6ad642c665445e17:0x64caf5da4e75efe7","ChIJF15EZcZC1moR5-91Ttr1ymQ","/g/11cm5xbh2v"
"Queensberry St/Abbotsford St",,"North Melbourne VIC 3051","North Melbourne VIC 3051","","Tram stop","Accessibility: [No wheelchair-accessible car park], Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ65WXW+27","Australia/Melbourne",,,,,,"","YES","Queensberry St/Abbotsford St (owner)",,"",,"",2,3,"https://search.google.com/local/reviews?placeid=ChIJM5mZWzld1moRIS6Y6N0jwQQ&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=342594482653900321","https://www.google.com/search?kgmid=/g/11cnpkhdtb",-37.8023895,144.94562829999998,,,"","https://lh5.googleusercontent.com/p/AF1QipNsTesG2ld0pG_PUzWKBTgveMs4SB5O6xjXUpc0=w80-h142-k-no","342594482653900321","0x6ad65d395b999933:0x4c123dde8982e21","ChIJM5mZWzld1moRIS6Y6N0jwQQ","/g/11cnpkhdtb"
"Spencer St/Lonsdale St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XP4+84","Australia/Melbourne",,,,,,"","YES","Spencer St/Lonsdale St (owner)",,"",,"",1,4,"https://search.google.com/local/reviews?placeid=ChIJHa8bH09d1moRMwTEwvzXfkc&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=5151792504357782579","https://www.google.com/search?kgmid=/g/11cm6dqrcj",-37.8141925,144.9552974,,,"","https://lh5.googleusercontent.com/p/AF1QipNLn7oTXBrd1R9BbJDvSUUIz6dEbX-pv4gte_w-=w138-h92-k-no","5151792504357782579","0x6ad65d4f1f1baf1d:0x477ed7fcc2c40433","ChIJHa8bH09d1moRMwTEwvzXfkc","/g/11cm6dqrcj"
"County Court/Lonsdale St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XP5+J4","Australia/Melbourne",,,,,,"","YES","County Court/Lonsdale St (owner)",,"",,"",6,3.7,"https://search.google.com/local/reviews?placeid=ChIJx4lqrktd1moRuqDD-humpcU&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=14241972035730514106","https://www.google.com/search?kgmid=/g/11cnpzs8pl",-37.8134527,144.9578737,,,"","https://lh5.googleusercontent.com/p/AF1QipPPwY0YmBZb0HiZdf6jvznQMxrawrtvyApV5JbG=w80-h106-k-no","14241972035730514106","0x6ad65d4bae6a89c7:0xc5a5a61bfac3a0ba","ChIJx4lqrktd1moRuqDD-humpcU","/g/11cnpzs8pl"
"Sunshine",,"City Pl, Sunshine VIC 3020","City Pl","Sunshine VIC 3020","Train station","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible toilet], Amenities: [Toilets], Getting here: [24-hour public transport available]","4RJ66R6M+Q2","Australia/Melbourne",,,,,,"","YES","Sunshine (owner)",,"",,"",164,3.9,"https://search.google.com/local/reviews?placeid=ChIJmX7Sx4Fg1moRsNv0CXZWBB0&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2090891191979924400","https://www.google.com/search?kgmid=/g/11bc5ynjm0",-37.78806,144.83258,,,"","https://lh5.googleusercontent.com/p/AF1QipOwpJBxXhHrrOLfnwwkBJMLr15zGWMRH-VQCVHU=w122-h92-k-no","2090891191979924400","0x6ad66081c7d27e99:0x1d04567609f4dbb0","ChIJmX7Sx4Fg1moRsNv0CXZWBB0","/g/11bc5ynjm0"
"Southern Cross Coach Terminal/Spencer St",,"Docklands VIC 3008","Docklands VIC 3008","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XM2+WQ","Australia/Melbourne",,,,,,"","YES","Southern Cross Coach Terminal/Spencer St (owner)",,"",,"",20,4,"https://search.google.com/local/reviews?placeid=ChIJD1iccU9d1moRL5b5pTGJsIg&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=9849523231390275119","https://www.google.com/search?kgmid=/g/11cm6ds3yh",-37.8152178,144.9519961,,,"","https://lh5.googleusercontent.com/p/AF1QipP-TaWBdJabWj7zKL661E0u2WBJvEnQJphHAU00=w122-h92-k-no","9849523231390275119","0x6ad65d4f719c580f:0x88b08931a5f9962f","ChIJD1iccU9d1moRL5b5pTGJsIg","/g/11cm6ds3yh"
"Footscray Station/Irving St",,"Footscray VIC 3011","Footscray VIC 3011","","Bus Interchange","Accessibility: [Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65WX2+HW","Australia/Melbourne",,,,,,"","YES","Footscray Station/Irving St (owner)",,"",,"",1,1,"https://search.google.com/local/reviews?placeid=ChIJEY9THo5d1moRDbXY63IEkxc&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=1698706376078439693","https://www.google.com/search?kgmid=/g/11cm6drz9m",-37.80103,144.9023,,,"","https://lh5.googleusercontent.com/p/AF1QipMYOYtIsNDFeqwTKCLG4kC-GDAGsRCAEzFUCGm0=w122-h92-k-no","1698706376078439693","0x6ad65d8e1e538f11:0x17930472ebd8b50d","ChIJEY9THo5d1moRDbXY63IEkxc","/g/11cm6drz9m"
"Bourke St/Queen St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XP6+45","Australia/Melbourne",,,,,,"","YES","Bourke St/Queen St (owner)",,"",,"",1,4,"https://search.google.com/local/reviews?placeid=ChIJfQe9Oktd1moRLQvmf-pxZI8&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=10332508697076828973","https://www.google.com/search?kgmid=/g/11cm6drycr",-37.81463,144.96042,,,"","https://lh5.googleusercontent.com/p/AF1QipMbb85wmqP-m55my8P95JlAzpKI9Nm7e8cXLuNa=w80-h106-k-no","10332508697076828973","0x6ad65d4b3abd077d:0x8f6471ea7fe60b2d","ChIJfQe9Oktd1moRLQvmf-pxZI8","/g/11cm6drycr"
"Footscray Station/Irving St",,"Footscray VIC 3011","Footscray VIC 3011","","Bus stop","Getting here: [24-hour public transport available]","4RJ65WX2+GP","Australia/Melbourne",,,,,,"","YES","Footscray Station/Irving St (owner)",,"",,"",1,1,"https://search.google.com/local/reviews?placeid=ChIJg3GTHo5d1moR_uOHtPl3QBs&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=1963701351892902910","https://www.google.com/search?kgmid=/g/11cm6dr70y",-37.8012383,144.9017979,,,"","https://lh5.googleusercontent.com/p/AF1QipP8oPaztQrsavcf0DsPybUBS6y_Bx9KysV7eJd_=w122-h92-k-no","1963701351892902910","0x6ad65d8e1e937183:0x1b4077f9b487e3fe","ChIJg3GTHo5d1moR_uOHtPl3QBs","/g/11cm6dr70y"
"Spencer St/Collins St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Tram stop","Service options: [On-site services], Accessibility: [Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65XJ4+G2","Australia/Melbourne",,,,,,"","YES","Spencer St/Collins St (owner)",,"",,"",35,3.9,"https://search.google.com/local/reviews?placeid=ChIJ8-MwG05d1moRjw17QAAOAWk&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7566344243203739023","https://www.google.com/search?kgmid=/g/11c2y7s846",-37.8187436,144.9551194,,,"","https://lh5.googleusercontent.com/p/AF1QipOkURGd7RTFmkMmFPoPunFq0rq8DO8N-3CIe_8=w163-h92-k-no","7566344243203739023","0x6ad65d4e1b30e3f3:0x69010e00407b0d8f","ChIJ8-MwG05d1moRjw17QAAOAWk","/g/11c2y7s846"
"Ascot Vale Station/McCully St",,"Ascot Vale VIC 3032","Ascot Vale VIC 3032","","Bus stop","Getting here: [24-hour public transport available]","4RJ66WFC+MM","Australia/Melbourne",,,,,,"","YES","Ascot Vale Station/McCully St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=120749765101834688","https://www.google.com/search?kgmid=/g/11cm6dr480",-37.7757639,144.9217171,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lO3BF2VMLrdy8Vm6mp_oUg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=325.0121&pitch=0&thumbfov=100","120749765101834688","0x6ad65cfeba7416c5:0x1acfd45879b51c0","ChIJxRZ0uv5c1moRwFGbh0X9rAE","/g/11cm6dr480"
"Spring St/Bourke St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Tram stop","Accessibility: [Wheelchair-accessible entrance], Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ65XQC+9X","Australia/Melbourne",,,,,,"","YES","Spring St/Bourke St (owner)",,"",,"",6,4.2,"https://search.google.com/local/reviews?placeid=ChIJceB6BMZC1moRBkSWnh1Qrrw&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=13595892413223027718","https://www.google.com/search?kgmid=/g/11cm5x6hqj",-37.8115289,144.9724829,,,"","https://lh5.googleusercontent.com/p/AF1QipPtT5rgQ9mYkv3t2Bkvjw6322r1NII7GUVrN6Q1=w122-h92-k-no","13595892413223027718","0x6ad642c6047ae071:0xbcae501d9e964406","ChIJceB6BMZC1moRBkSWnh1Qrrw","/g/11cm5x6hqj"
"Bourke St/Queen St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XM6+W7","Australia/Melbourne",,,,,,"","YES","Bourke St/Queen St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=7107361376254449012","https://www.google.com/search?kgmid=/g/11cm6ds13z",-37.8152477,144.9606747,,,"","https://lh5.googleusercontent.com/p/AF1QipOWJcCqj5Hfk420Es6E5SzfDgu_cdRqAo3FEh40=w138-h92-k-no","7107361376254449012","0x6ad65d4b37ccc845:0x62a26b83e9fa5574","ChIJRcjMN0td1moRdFX66YNromI","/g/11cm6ds13z"
"Graham St/Light Rail",,"Port Melbourne VIC 3207","Port Melbourne VIC 3207","","Tram stop","Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance], Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ65W7P+5V","Australia/Melbourne",,,,,,"","YES","Graham St/Light Rail (owner)",,"",,"",10,4.1,"https://search.google.com/local/reviews?placeid=ChIJy193kJRn1moRHhT4aYhONtc&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=15507668714697266206","https://www.google.com/search?kgmid=/g/11cm5x9w81",-37.8370646,144.9371553,,,"","https://lh5.googleusercontent.com/p/AF1QipNt0vqMph8Eq_sSXAythGllYaPiZwAifZzG8_2A=w122-h92-k-no","15507668714697266206","0x6ad6679490775fcb:0xd7364e8869f8141e","ChIJy193kJRn1moRHhT4aYhONtc","/g/11cm5x9w81"
"Swan St/Punt Rd",,"Richmond VIC 3121","Richmond VIC 3121","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XGQ+6J","Australia/Melbourne",,,,,,"","YES","Swan St/Punt Rd (owner)",,"",,"",2,4.5,"https://search.google.com/local/reviews?placeid=ChIJ8TofiZNC1moRo_RBWrsTX5k&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=11051573705984570531","https://www.google.com/search?kgmid=/g/11cm6drpqm",-37.824429099999996,144.989029,,,"","https://lh5.googleusercontent.com/p/AF1QipPrChA7Ph-k8_xLmtx8YEVmK_FQwXcoEI4og4eG=w163-h92-k-no","11051573705984570531","0x6ad64293891f3af1:0x995f13bb5a41f4a3","ChIJ8TofiZNC1moRo_RBWrsTX5k","/g/11cm6drpqm"
"King St/Lonsdale St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XP4+78","Australia/Melbourne",,,,,,"","YES","King St/Lonsdale St (owner)",,"",,"",1,5,"https://search.google.com/local/reviews?placeid=ChIJ7x0fxk5d1moRPxMokOcEDWw&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=7785884723395957567","https://www.google.com/search?kgmid=/g/11cm6drfl7",-37.8142685,144.9557797,,,"","https://lh5.googleusercontent.com/p/AF1QipPKLpNnRXjqQaeY-iy2L9KsxD8pnN0Qti0ErE-4=w122-h92-k-no","7785884723395957567","0x6ad65d4ec61f1def:0x6c0d04e79028133f","ChIJ7x0fxk5d1moRPxMokOcEDWw","/g/11cm6drfl7"
"Spring St/Lonsdale St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XRC+4G","Australia/Melbourne",,,,,,"","YES","Spring St/Lonsdale St (owner)",,"",,"","","",,"https://www.google.com/maps?cid=8518804760839193413","https://www.google.com/search?kgmid=/g/11cm6dsbfx",-37.809736799999996,144.9713174,,,"","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KiTW5zNfVK3HXlMmJ4uJqQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=182.13658&pitch=0&thumbfov=100","8518804760839193413","0x6ad642cf424d766b:0x7638dfcba0ba0345","ChIJa3ZNQs9C1moRRQO6oMvfOHY","/g/11cm6dsbfx"
"Macaulay",,"Macaulay Rd, North Melbourne VIC 3051","Macaulay Rd","North Melbourne VIC 3051","Train station","Accessibility: [Wheelchair-accessible entrance], Amenities: [No toilets], Getting here: [24-hour public transport available]","4RJ66W4P+7F","Australia/Melbourne",,,,,,"","YES","Macaulay (owner)",,"","","",22,3,"https://search.google.com/local/reviews?placeid=ChIJubOJdhdd1moRYOP0CXZWBB0&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=2090891191979926368","https://www.google.com/search?kgmid=/g/11bc6ttrs9",-37.79427,144.93617,"https://www.ptv.vic.gov.au/stop/view/19972/","ptv.vic.gov.au","","https://lh5.googleusercontent.com/p/AF1QipNVN1_uDEgws7ZWOHwx9skOQbWTrCami2_T3h4n=w80-h106-k-no","2090891191979926368","0x6ad65d177689b3b9:0x1d04567609f4e360","ChIJubOJdhdd1moRYOP0CXZWBB0","/g/11bc6ttrs9"
"Swanston St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XQ8+F4","Australia/Melbourne",,,,,,"","YES","Swanston St (owner)",,"",,"",3,5,"https://search.google.com/local/reviews?placeid=ChIJi8n-ScpC1moRnmfsavR37Ss&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=3165318004760930206","https://www.google.com/search?kgmid=/g/11cm6ds102",-37.8112715,144.9652877,,,"","https://lh5.googleusercontent.com/p/AF1QipPv64tqoKNBsftLj7H2Q1NMlRuHEmiQdkvvOPRl=w80-h106-k-no","3165318004760930206","0x6ad642ca49fec98b:0x2bed77f46aec679e","ChIJi8n-ScpC1moRnmfsavR37Ss","/g/11cm6ds102"
"FLINDERS STREET STATION",,"Flinders St, Melbourne VIC 3000","Flinders St","Melbourne VIC 3000","Transportation service","Service options: [On-site services], Accessibility: [Wheelchair-accessible car park, Wheelchair-accessible entrance]","4RJ65XJ7+HG","Australia/Melbourne",,,,,,"","NO","FLINDERS STREET STATION (owner)",,"",,"",113,4.7,"https://search.google.com/local/reviews?placeid=ChIJYRGndnBD1moRlwawZRuK-oc&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=9798295789572720279","https://www.google.com/search?kgmid=/g/11rv8x39x3",-37.8185815,144.9637799,,,"","https://lh5.googleusercontent.com/p/AF1QipOWO_kBVRVSgvX7wFTvOt24_tr105opCxgdM4dD=w122-h92-k-no","9798295789572720279","0x6ad6437076a71161:0x87fa8a1b65b00697","ChIJYRGndnBD1moRlwawZRuK-oc","/g/11rv8x39x3"
"Melbourne Central Station",,"Melbourne VIC 3000","Melbourne VIC 3000","","Tram stop","Accessibility: [Wheelchair-accessible entrance], Getting here: [24-hour public transport available]","4RJ65XR7+5J","Australia/Melbourne",,,,,,"","YES","Melbourne Central Station (owner)",,"",,"",12,4.1,"https://search.google.com/local/reviews?placeid=ChIJFQUkCstC1moRj34WZjLGvJk&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=11077947103187992207","https://www.google.com/search?kgmid=/g/1thk8wx3",-37.809560499999996,144.9640407,,,"","https://lh5.googleusercontent.com/p/AF1QipPqAXyh7QqjgyQTHLwOHQHe6kDHaL7_3R-cvviH=w122-h92-k-no","11077947103187992207","0x6ad642cb0a240515:0x99bcc63266167e8f","ChIJFQUkCstC1moRj34WZjLGvJk","/g/1thk8wx3"
"Little Lonsdale St/Russell St",,"Melbourne VIC 3000","Melbourne VIC 3000","","Bus stop","Getting here: [24-hour public transport available]","4RJ65XR8+4J","Australia/Melbourne",,,,,,"","YES","Little Lonsdale St/Russell St (owner)",,"",,"",2,2.5,"https://search.google.com/local/reviews?placeid=ChIJhXuqWMlC1moRmqZMO0d_aJ0&q=Bus/train+stations&authuser=0&hl=en&gl=AU","https://www.google.com/maps?cid=11342455605446878874","https://www.google.com/search?kgmid=/g/11cm6dqw16",-37.8096709,144.9665354,,,"","https://lh5.googleusercontent.com/p/AF1QipPjgbZIMuDmmqXGHPq044D-VzezN7WdBBZF5Bg2=w80-h142-k-no","11342455605446878874","0x6ad642c958aa7b85:0x9d687f473b4ca69a","ChIJhXuqWMlC1moRmqZMO0d_aJ0","/g/11cm6dqw16"
